,YEAR,LocationAbbr,LocationDesc,TopicDesc,MeasureDesc,Response,Data_Value_Type,Data_Value_Rate,Data_Value_Std_Err,Low_Confidence_Limit,High_Confidence_Limit,Sample_Size,Gender,Race,Age,Education,GeoLocation,TopicTypeId,TopicId,MeasureId,StratificationID1,StratificationID2,StratificationID3,StratificationID4,SubMeasureID,DisplayOrder,latitude,longitude
3161,2009,MO,Missouri,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,Percentage,53.0,4.4,44.3,61.7,76.0,Overall,All Races,All Ages,Middle School,"38.635790776000476, -92.56630005299968",BEH,105BEH,170CES,1GEN,8AGE,6RAC,1EDU,YTS01,1,38.635790776000476,-92.56630005299968
3162,2009,MO,Missouri,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,Percentage,50.1,4.2,41.9,58.3,121.0,Male,All Races,All Ages,High School,"38.635790776000476, -92.56630005299968",BEH,105BEH,170CES,2GEN,8AGE,6RAC,2EDU,YTS02,2,38.635790776000476,-92.56630005299968
3164,2009,MO,Missouri,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,Percentage,46.4,5.4,35.9,56.9,111.0,Female,All Races,All Ages,High School,"38.635790776000476, -92.56630005299968",BEH,105BEH,170CES,3GEN,8AGE,6RAC,2EDU,YTS03,3,38.635790776000476,-92.56630005299968
3166,2009,MO,Missouri,Cigarette Use (Youth),Smoking Status,Current,Percentage,19.4,2.0,15.4,23.4,1494.0,Overall,All Races,All Ages,High School,"38.635790776000476, -92.56630005299968",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS07,7,38.635790776000476,-92.56630005299968
3167,2009,MO,Missouri,Cigarette Use (Youth),Smoking Status,Current,Percentage,5.7,0.9,4.0,7.4,1605.0,Overall,All Races,All Ages,Middle School,"38.635790776000476, -92.56630005299968",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS07,7,38.635790776000476,-92.56630005299968
3168,2009,MO,Missouri,Cigarette Use (Youth),Smoking Status,Current,Percentage,5.7,0.9,3.9,7.5,816.0,Male,All Races,All Ages,Middle School,"38.635790776000476, -92.56630005299968",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS07,7,38.635790776000476,-92.56630005299968
3169,2009,MO,Missouri,Cigarette Use (Youth),Smoking Status,Current,Percentage,19.4,2.9,13.7,25.1,748.0,Male,All Races,All Ages,High School,"38.635790776000476, -92.56630005299968",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS07,7,38.635790776000476,-92.56630005299968
3170,2009,MO,Missouri,Cigarette Use (Youth),Smoking Status,Current,Percentage,5.5,1.2,3.2,7.8,780.0,Female,All Races,All Ages,Middle School,"38.635790776000476, -92.56630005299968",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS07,7,38.635790776000476,-92.56630005299968
3171,2009,MO,Missouri,Cigarette Use (Youth),Smoking Status,Current,Percentage,19.5,1.9,15.7,23.3,738.0,Female,All Races,All Ages,High School,"38.635790776000476, -92.56630005299968",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS07,7,38.635790776000476,-92.56630005299968
3172,2009,MO,Missouri,Cigarette Use (Youth),Smoking Status,Ever,Percentage,46.2,3.3,39.7,52.7,1483.0,Overall,All Races,All Ages,High School,"38.635790776000476, -92.56630005299968",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS08,8,38.635790776000476,-92.56630005299968
3173,2009,MO,Missouri,Cigarette Use (Youth),Smoking Status,Ever,Percentage,21.9,2.3,17.3,26.5,1596.0,Overall,All Races,All Ages,Middle School,"38.635790776000476, -92.56630005299968",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS08,8,38.635790776000476,-92.56630005299968
3174,2009,MO,Missouri,Cigarette Use (Youth),Smoking Status,Ever,Percentage,43.5,4.1,35.4,51.6,737.0,Male,All Races,All Ages,High School,"38.635790776000476, -92.56630005299968",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS08,8,38.635790776000476,-92.56630005299968
3175,2009,MO,Missouri,Cigarette Use (Youth),Smoking Status,Ever,Percentage,21.6,2.7,16.4,26.8,808.0,Male,All Races,All Ages,Middle School,"38.635790776000476, -92.56630005299968",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS08,8,38.635790776000476,-92.56630005299968
3176,2009,MO,Missouri,Cigarette Use (Youth),Smoking Status,Ever,Percentage,21.9,2.9,16.2,27.6,780.0,Female,All Races,All Ages,Middle School,"38.635790776000476, -92.56630005299968",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS08,8,38.635790776000476,-92.56630005299968
3177,2009,MO,Missouri,Cigarette Use (Youth),Smoking Status,Ever,Percentage,49.1,3.4,42.4,55.8,739.0,Female,All Races,All Ages,High School,"38.635790776000476, -92.56630005299968",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS08,8,38.635790776000476,-92.56630005299968
3178,2009,MO,Missouri,Cigarette Use (Youth),Smoking Status,Frequent,Percentage,1.1,0.2,0.7,1.5,1605.0,Overall,All Races,All Ages,Middle School,"38.635790776000476, -92.56630005299968",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS09,9,38.635790776000476,-92.56630005299968
3179,2009,MO,Missouri,Cigarette Use (Youth),Smoking Status,Frequent,Percentage,9.9,1.4,7.2,12.6,1494.0,Overall,All Races,All Ages,High School,"38.635790776000476, -92.56630005299968",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS09,9,38.635790776000476,-92.56630005299968
3180,2009,MO,Missouri,Cigarette Use (Youth),Smoking Status,Frequent,Percentage,10.0,2.1,5.9,14.1,748.0,Male,All Races,All Ages,High School,"38.635790776000476, -92.56630005299968",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS09,9,38.635790776000476,-92.56630005299968
3181,2009,MO,Missouri,Cigarette Use (Youth),Smoking Status,Frequent,Percentage,1.3,0.4,0.6,2.0,816.0,Male,All Races,All Ages,Middle School,"38.635790776000476, -92.56630005299968",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS09,9,38.635790776000476,-92.56630005299968
3182,2009,MO,Missouri,Cigarette Use (Youth),Smoking Status,Frequent,Percentage,0.8,0.3,0.2,1.4,780.0,Female,All Races,All Ages,Middle School,"38.635790776000476, -92.56630005299968",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS09,9,38.635790776000476,-92.56630005299968
3183,2009,MO,Missouri,Cigarette Use (Youth),Smoking Status,Frequent,Percentage,10.0,1.2,7.7,12.3,738.0,Female,All Races,All Ages,High School,"38.635790776000476, -92.56630005299968",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS09,9,38.635790776000476,-92.56630005299968
3184,2009,MO,Missouri,Smokeless Tobacco Use (Youth),User Status,Current,Percentage,3.3,0.9,1.6,5.0,1625.0,Overall,All Races,All Ages,Middle School,"38.635790776000476, -92.56630005299968",BEH,151BEH,169USS,1GEN,8AGE,6RAC,1EDU,YTS10,10,38.635790776000476,-92.56630005299968
3185,2009,MO,Missouri,Smokeless Tobacco Use (Youth),User Status,Current,Percentage,11.5,1.6,8.4,14.6,1505.0,Overall,All Races,All Ages,High School,"38.635790776000476, -92.56630005299968",BEH,151BEH,169USS,1GEN,8AGE,6RAC,2EDU,YTS10,10,38.635790776000476,-92.56630005299968
3186,2009,MO,Missouri,Smokeless Tobacco Use (Youth),User Status,Current,Percentage,4.7,1.4,1.9,7.5,828.0,Male,All Races,All Ages,Middle School,"38.635790776000476, -92.56630005299968",BEH,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS10,10,38.635790776000476,-92.56630005299968
3187,2009,MO,Missouri,Smokeless Tobacco Use (Youth),User Status,Current,Percentage,18.2,2.6,13.2,23.2,750.0,Male,All Races,All Ages,High School,"38.635790776000476, -92.56630005299968",BEH,151BEH,169USS,2GEN,8AGE,6RAC,2EDU,YTS10,10,38.635790776000476,-92.56630005299968
3188,2009,MO,Missouri,Smokeless Tobacco Use (Youth),User Status,Current,Percentage,1.7,0.5,0.8,2.6,788.0,Female,All Races,All Ages,Middle School,"38.635790776000476, -92.56630005299968",BEH,151BEH,169USS,3GEN,8AGE,6RAC,1EDU,YTS10,10,38.635790776000476,-92.56630005299968
3189,2009,MO,Missouri,Smokeless Tobacco Use (Youth),User Status,Current,Percentage,4.6,1.0,2.6,6.6,748.0,Female,All Races,All Ages,High School,"38.635790776000476, -92.56630005299968",BEH,151BEH,169USS,3GEN,8AGE,6RAC,2EDU,YTS10,10,38.635790776000476,-92.56630005299968
3190,2009,MO,Missouri,Smokeless Tobacco Use (Youth),User Status,Ever,Percentage,21.7,3.0,15.8,27.6,1502.0,Overall,All Races,All Ages,High School,"38.635790776000476, -92.56630005299968",BEH,151BEH,169USS,1GEN,8AGE,6RAC,2EDU,YTS11,11,38.635790776000476,-92.56630005299968
3191,2009,MO,Missouri,Smokeless Tobacco Use (Youth),User Status,Ever,Percentage,8.0,1.4,5.3,10.7,1619.0,Overall,All Races,All Ages,Middle School,"38.635790776000476, -92.56630005299968",BEH,151BEH,169USS,1GEN,8AGE,6RAC,1EDU,YTS11,11,38.635790776000476,-92.56630005299968
3192,2009,MO,Missouri,Smokeless Tobacco Use (Youth),User Status,Ever,Percentage,10.8,2.0,6.9,14.7,826.0,Male,All Races,All Ages,Middle School,"38.635790776000476, -92.56630005299968",BEH,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS11,11,38.635790776000476,-92.56630005299968
3193,2009,MO,Missouri,Smokeless Tobacco Use (Youth),User Status,Ever,Percentage,31.1,4.1,23.0,39.2,748.0,Male,All Races,All Ages,High School,"38.635790776000476, -92.56630005299968",BEH,151BEH,169USS,2GEN,8AGE,6RAC,2EDU,YTS11,11,38.635790776000476,-92.56630005299968
3194,2009,MO,Missouri,Smokeless Tobacco Use (Youth),User Status,Ever,Percentage,4.8,0.9,3.1,6.5,784.0,Female,All Races,All Ages,Middle School,"38.635790776000476, -92.56630005299968",BEH,151BEH,169USS,3GEN,8AGE,6RAC,1EDU,YTS11,11,38.635790776000476,-92.56630005299968
3195,2009,MO,Missouri,Smokeless Tobacco Use (Youth),User Status,Ever,Percentage,12.2,2.3,7.6,16.8,747.0,Female,All Races,All Ages,High School,"38.635790776000476, -92.56630005299968",BEH,151BEH,169USS,3GEN,8AGE,6RAC,2EDU,YTS11,11,38.635790776000476,-92.56630005299968
3196,2009,MO,Missouri,Smokeless Tobacco Use (Youth),User Status,Frequent,Percentage,0.6,0.3,0.1,1.1,1625.0,Overall,All Races,All Ages,Middle School,"38.635790776000476, -92.56630005299968",BEH,151BEH,169USS,1GEN,8AGE,6RAC,1EDU,YTS12,12,38.635790776000476,-92.56630005299968
3197,2009,MO,Missouri,Smokeless Tobacco Use (Youth),User Status,Frequent,Percentage,4.3,0.7,3.0,5.6,1505.0,Overall,All Races,All Ages,High School,"38.635790776000476, -92.56630005299968",BEH,151BEH,169USS,1GEN,8AGE,6RAC,2EDU,YTS12,12,38.635790776000476,-92.56630005299968
3198,2009,MO,Missouri,Smokeless Tobacco Use (Youth),User Status,Frequent,Percentage,1.0,0.5,0.1,1.9,828.0,Male,All Races,All Ages,Middle School,"38.635790776000476, -92.56630005299968",BEH,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS12,12,38.635790776000476,-92.56630005299968
3199,2009,MO,Missouri,Smokeless Tobacco Use (Youth),User Status,Frequent,Percentage,7.5,1.2,5.1,9.9,750.0,Male,All Races,All Ages,High School,"38.635790776000476, -92.56630005299968",BEH,151BEH,169USS,2GEN,8AGE,6RAC,2EDU,YTS12,12,38.635790776000476,-92.56630005299968
3200,2009,MO,Missouri,Smokeless Tobacco Use (Youth),User Status,Frequent,Percentage,0.2,0.2,0.0,0.6,788.0,Female,All Races,All Ages,Middle School,"38.635790776000476, -92.56630005299968",BEH,151BEH,169USS,3GEN,8AGE,6RAC,1EDU,YTS12,12,38.635790776000476,-92.56630005299968
3201,2009,MO,Missouri,Smokeless Tobacco Use (Youth),User Status,Frequent,Percentage,1.0,0.4,0.3,1.7,748.0,Female,All Races,All Ages,High School,"38.635790776000476, -92.56630005299968",BEH,151BEH,169USS,3GEN,8AGE,6RAC,2EDU,YTS12,12,38.635790776000476,-92.56630005299968
3202,2009,US,National (States and DC),Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,Percentage,63.2,4.9,53.6,72.7,467.0,Overall,All Races,All Ages,Middle School,"37.09024, -95.712891",BEH,105BEH,169QUA,1GEN,8AGE,6RAC,1EDU,YTS04,4,37.09024,-95.712891
3203,2009,US,National (States and DC),Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,Percentage,53.7,2.0,49.8,57.7,2042.0,Overall,All Races,All Ages,High School,"37.09024, -95.712891",BEH,105BEH,169QUA,1GEN,8AGE,6RAC,2EDU,YTS04,4,37.09024,-95.712891
3204,2009,NH,New Hampshire,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,Percentage,40.3,3.7,33.1,47.5,200.0,Overall,All Races,All Ages,High School,"43.65595011300047, -71.50036091999965",BEH,105BEH,170CES,1GEN,8AGE,6RAC,2EDU,YTS01,1,43.65595011300047,-71.50036091999965
3205,2009,NH,New Hampshire,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,Percentage,37.4,5.7,26.2,48.6,93.0,Male,All Races,All Ages,High School,"43.65595011300047, -71.50036091999965",BEH,105BEH,170CES,2GEN,8AGE,6RAC,2EDU,YTS02,2,43.65595011300047,-71.50036091999965
3206,2009,NH,New Hampshire,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,Percentage,43.2,5.2,33.1,53.3,107.0,Female,All Races,All Ages,High School,"43.65595011300047, -71.50036091999965",BEH,105BEH,170CES,3GEN,8AGE,6RAC,2EDU,YTS03,3,43.65595011300047,-71.50036091999965
3207,2009,NH,New Hampshire,Cigarette Use (Youth),Smoking Status,Current,Percentage,16.0,1.3,13.5,18.5,1470.0,Overall,All Races,All Ages,High School,"43.65595011300047, -71.50036091999965",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS07,7,43.65595011300047,-71.50036091999965
3208,2009,NH,New Hampshire,Cigarette Use (Youth),Smoking Status,Current,Percentage,16.5,1.7,13.1,19.9,694.0,Male,All Races,All Ages,High School,"43.65595011300047, -71.50036091999965",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS07,7,43.65595011300047,-71.50036091999965
3209,2009,NH,New Hampshire,Cigarette Use (Youth),Smoking Status,Current,Percentage,15.8,1.4,13.0,18.6,767.0,Female,All Races,All Ages,High School,"43.65595011300047, -71.50036091999965",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS07,7,43.65595011300047,-71.50036091999965
3210,2009,NH,New Hampshire,Cigarette Use (Youth),Smoking Status,Ever,Percentage,37.9,2.1,33.8,42.0,1469.0,Overall,All Races,All Ages,High School,"43.65595011300047, -71.50036091999965",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS08,8,43.65595011300047,-71.50036091999965
3211,2009,NH,New Hampshire,Cigarette Use (Youth),Smoking Status,Ever,Percentage,39.0,2.3,34.4,43.6,697.0,Male,All Races,All Ages,High School,"43.65595011300047, -71.50036091999965",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS08,8,43.65595011300047,-71.50036091999965
3212,2009,NH,New Hampshire,Cigarette Use (Youth),Smoking Status,Ever,Percentage,36.8,2.8,31.4,42.2,763.0,Female,All Races,All Ages,High School,"43.65595011300047, -71.50036091999965",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS08,8,43.65595011300047,-71.50036091999965
3213,2009,NH,New Hampshire,Cigarette Use (Youth),Smoking Status,Frequent,Percentage,7.2,0.9,5.5,8.9,1470.0,Overall,All Races,All Ages,High School,"43.65595011300047, -71.50036091999965",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS09,9,43.65595011300047,-71.50036091999965
3214,2009,NH,New Hampshire,Cigarette Use (Youth),Smoking Status,Frequent,Percentage,7.8,1.1,5.7,9.9,694.0,Male,All Races,All Ages,High School,"43.65595011300047, -71.50036091999965",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS09,9,43.65595011300047,-71.50036091999965
3215,2009,NH,New Hampshire,Cigarette Use (Youth),Smoking Status,Frequent,Percentage,6.8,1.1,4.6,9.0,767.0,Female,All Races,All Ages,High School,"43.65595011300047, -71.50036091999965",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS09,9,43.65595011300047,-71.50036091999965
3216,2009,NH,New Hampshire,Smokeless Tobacco Use (Youth),User Status,Current,Percentage,7.4,1.0,5.5,9.3,1479.0,Overall,All Races,All Ages,High School,"43.65595011300047, -71.50036091999965",BEH,151BEH,169USS,1GEN,8AGE,6RAC,2EDU,YTS10,10,43.65595011300047,-71.50036091999965
3217,2009,NH,New Hampshire,Smokeless Tobacco Use (Youth),User Status,Current,Percentage,11.7,1.6,8.5,14.9,704.0,Male,All Races,All Ages,High School,"43.65595011300047, -71.50036091999965",BEH,151BEH,169USS,2GEN,8AGE,6RAC,2EDU,YTS10,10,43.65595011300047,-71.50036091999965
3218,2009,NH,New Hampshire,Smokeless Tobacco Use (Youth),User Status,Current,Percentage,2.8,0.6,1.6,4.0,766.0,Female,All Races,All Ages,High School,"43.65595011300047, -71.50036091999965",BEH,151BEH,169USS,3GEN,8AGE,6RAC,2EDU,YTS10,10,43.65595011300047,-71.50036091999965
3219,2009,NH,New Hampshire,Smokeless Tobacco Use (Youth),User Status,Ever,Percentage,14.8,1.4,12.1,17.5,1481.0,Overall,All Races,All Ages,High School,"43.65595011300047, -71.50036091999965",BEH,151BEH,169USS,1GEN,8AGE,6RAC,2EDU,YTS11,11,43.65595011300047,-71.50036091999965
3220,2009,NH,New Hampshire,Smokeless Tobacco Use (Youth),User Status,Ever,Percentage,21.8,2.0,17.8,25.8,705.0,Male,All Races,All Ages,High School,"43.65595011300047, -71.50036091999965",BEH,151BEH,169USS,2GEN,8AGE,6RAC,2EDU,YTS11,11,43.65595011300047,-71.50036091999965
3221,2009,NH,New Hampshire,Smokeless Tobacco Use (Youth),User Status,Ever,Percentage,7.6,1.1,5.5,9.7,767.0,Female,All Races,All Ages,High School,"43.65595011300047, -71.50036091999965",BEH,151BEH,169USS,3GEN,8AGE,6RAC,2EDU,YTS11,11,43.65595011300047,-71.50036091999965
3222,2009,NH,New Hampshire,Smokeless Tobacco Use (Youth),User Status,Frequent,Percentage,2.9,0.6,1.7,4.1,1479.0,Overall,All Races,All Ages,High School,"43.65595011300047, -71.50036091999965",BEH,151BEH,169USS,1GEN,8AGE,6RAC,2EDU,YTS12,12,43.65595011300047,-71.50036091999965
3223,2009,NH,New Hampshire,Smokeless Tobacco Use (Youth),User Status,Frequent,Percentage,5.0,1.1,2.9,7.1,704.0,Male,All Races,All Ages,High School,"43.65595011300047, -71.50036091999965",BEH,151BEH,169USS,2GEN,8AGE,6RAC,2EDU,YTS12,12,43.65595011300047,-71.50036091999965
3224,2009,NH,New Hampshire,Smokeless Tobacco Use (Youth),User Status,Frequent,Percentage,0.7,0.3,0.1,1.3,766.0,Female,All Races,All Ages,High School,"43.65595011300047, -71.50036091999965",BEH,151BEH,169USS,3GEN,8AGE,6RAC,2EDU,YTS12,12,43.65595011300047,-71.50036091999965
3225,2009,NC,North Carolina,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,Percentage,51.1,4.4,42.5,59.7,129.0,Overall,All Races,All Ages,Middle School,"35.466220975000454, -79.15925046299964",BEH,105BEH,170CES,1GEN,8AGE,6RAC,1EDU,YTS01,1,35.466220975000454,-79.15925046299964
3226,2009,NC,North Carolina,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,Percentage,41.3,2.6,36.2,46.4,444.0,Overall,All Races,All Ages,High School,"35.466220975000454, -79.15925046299964",BEH,105BEH,170CES,1GEN,8AGE,6RAC,2EDU,YTS01,1,35.466220975000454,-79.15925046299964
3227,2009,NC,North Carolina,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,Percentage,41.4,3.2,35.2,47.6,234.0,Male,All Races,All Ages,High School,"35.466220975000454, -79.15925046299964",BEH,105BEH,170CES,2GEN,8AGE,6RAC,2EDU,YTS02,2,35.466220975000454,-79.15925046299964
3228,2009,NC,North Carolina,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,Percentage,51.0,6.7,37.9,64.1,68.0,Male,All Races,All Ages,Middle School,"35.466220975000454, -79.15925046299964",BEH,105BEH,170CES,2GEN,8AGE,6RAC,1EDU,YTS02,2,35.466220975000454,-79.15925046299964
3229,2009,NC,North Carolina,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,Percentage,40.9,4.2,32.7,49.1,203.0,Female,All Races,All Ages,High School,"35.466220975000454, -79.15925046299964",BEH,105BEH,170CES,3GEN,8AGE,6RAC,2EDU,YTS03,3,35.466220975000454,-79.15925046299964
3230,2009,NC,North Carolina,Cessation (Youth),Percent of Current Smokers Who Want to Quit,,Percentage,52.6,7.2,38.5,66.7,60.0,Female,All Races,All Ages,Middle School,"35.466220975000454, -79.15925046299964",BEH,105BEH,170CES,3GEN,8AGE,6RAC,1EDU,YTS03,3,35.466220975000454,-79.15925046299964
3231,2009,NC,North Carolina,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,Percentage,55.7,5.3,45.4,66.0,156.0,Overall,All Races,All Ages,Middle School,"35.466220975000454, -79.15925046299964",BEH,105BEH,169QUA,1GEN,8AGE,6RAC,1EDU,YTS04,4,35.466220975000454,-79.15925046299964
3232,2009,NC,North Carolina,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,Percentage,44.5,2.9,38.9,50.1,506.0,Overall,All Races,All Ages,High School,"35.466220975000454, -79.15925046299964",BEH,105BEH,169QUA,1GEN,8AGE,6RAC,2EDU,YTS04,4,35.466220975000454,-79.15925046299964
3233,2009,NC,North Carolina,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,Percentage,62.7,6.9,49.2,76.2,80.0,Male,All Races,All Ages,Middle School,"35.466220975000454, -79.15925046299964",BEH,105BEH,169QUA,2GEN,8AGE,6RAC,1EDU,YTS05,5,35.466220975000454,-79.15925046299964
3234,2009,NC,North Carolina,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,Percentage,43.7,3.6,36.6,50.8,260.0,Male,All Races,All Ages,High School,"35.466220975000454, -79.15925046299964",BEH,105BEH,169QUA,2GEN,8AGE,6RAC,2EDU,YTS05,5,35.466220975000454,-79.15925046299964
3235,2009,NC,North Carolina,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,Percentage,45.8,4.0,37.9,53.7,241.0,Female,All Races,All Ages,High School,"35.466220975000454, -79.15925046299964",BEH,105BEH,169QUA,3GEN,8AGE,6RAC,2EDU,YTS06,6,35.466220975000454,-79.15925046299964
3236,2009,NC,North Carolina,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,,Percentage,49.4,7.8,34.1,64.7,75.0,Female,All Races,All Ages,Middle School,"35.466220975000454, -79.15925046299964",BEH,105BEH,169QUA,3GEN,8AGE,6RAC,1EDU,YTS06,6,35.466220975000454,-79.15925046299964
3237,2009,NC,North Carolina,Cigarette Use (Youth),Smoking Status,Current,Percentage,16.7,1.4,14.0,19.4,3213.0,Overall,All Races,All Ages,High School,"35.466220975000454, -79.15925046299964",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS07,7,35.466220975000454,-79.15925046299964
3238,2009,NC,North Carolina,Cigarette Use (Youth),Smoking Status,Current,Percentage,4.3,0.6,3.2,5.4,3720.0,Overall,All Races,All Ages,Middle School,"35.466220975000454, -79.15925046299964",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS07,7,35.466220975000454,-79.15925046299964
3239,2009,NC,North Carolina,Cigarette Use (Youth),Smoking Status,Current,Percentage,4.3,0.8,2.7,5.9,1801.0,Male,All Races,All Ages,Middle School,"35.466220975000454, -79.15925046299964",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS07,7,35.466220975000454,-79.15925046299964
3240,2009,NC,North Carolina,Cigarette Use (Youth),Smoking Status,Current,Percentage,19.2,1.9,15.4,23.0,1531.0,Male,All Races,All Ages,High School,"35.466220975000454, -79.15925046299964",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS07,7,35.466220975000454,-79.15925046299964
3241,2009,NC,North Carolina,Cigarette Use (Youth),Smoking Status,Current,Percentage,4.1,0.6,2.9,5.3,1909.0,Female,All Races,All Ages,Middle School,"35.466220975000454, -79.15925046299964",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS07,7,35.466220975000454,-79.15925046299964
3242,2009,NC,North Carolina,Cigarette Use (Youth),Smoking Status,Current,Percentage,13.7,1.5,10.8,16.6,1665.0,Female,All Races,All Ages,High School,"35.466220975000454, -79.15925046299964",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS07,7,35.466220975000454,-79.15925046299964
3243,2009,NC,North Carolina,Cigarette Use (Youth),Smoking Status,Ever,Percentage,21.1,1.6,18.0,24.2,3584.0,Overall,All Races,All Ages,Middle School,"35.466220975000454, -79.15925046299964",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS08,8,35.466220975000454,-79.15925046299964
3244,2009,NC,North Carolina,Cigarette Use (Youth),Smoking Status,Ever,Percentage,44.1,1.8,40.5,47.7,3165.0,Overall,All Races,All Ages,High School,"35.466220975000454, -79.15925046299964",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS08,8,35.466220975000454,-79.15925046299964
3245,2009,NC,North Carolina,Cigarette Use (Youth),Smoking Status,Ever,Percentage,46.5,2.6,41.5,51.5,1502.0,Male,All Races,All Ages,High School,"35.466220975000454, -79.15925046299964",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS08,8,35.466220975000454,-79.15925046299964
3246,2009,NC,North Carolina,Cigarette Use (Youth),Smoking Status,Ever,Percentage,23.3,1.7,20.0,26.6,1731.0,Male,All Races,All Ages,Middle School,"35.466220975000454, -79.15925046299964",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS08,8,35.466220975000454,-79.15925046299964
3247,2009,NC,North Carolina,Cigarette Use (Youth),Smoking Status,Ever,Percentage,41.3,1.8,37.8,44.8,1651.0,Female,All Races,All Ages,High School,"35.466220975000454, -79.15925046299964",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS08,8,35.466220975000454,-79.15925046299964
3248,2009,NC,North Carolina,Cigarette Use (Youth),Smoking Status,Ever,Percentage,18.6,1.7,15.3,21.9,1847.0,Female,All Races,All Ages,Middle School,"35.466220975000454, -79.15925046299964",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS08,8,35.466220975000454,-79.15925046299964
3249,2009,NC,North Carolina,Cigarette Use (Youth),Smoking Status,Frequent,Percentage,6.5,0.8,5.0,8.0,3213.0,Overall,All Races,All Ages,High School,"35.466220975000454, -79.15925046299964",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS09,9,35.466220975000454,-79.15925046299964
